cpd;nome;classe
"					  245142";"					  AGROSIX  GL/5LTS";MICRONUTRIENTES
"					  842277";"					  AGROSIX + BD/20LTS";MICRONUTRIENTES
"					  870777";"					  AGROSIX + IBC/1000 LTS";MICRONUTRIENTES
"					  358448";"					  AMINOSEED PLUS (CO 0,5% MO 5%) - LT";MICRONUTRIENTES
"					  383868";"					  BIOZYME T. F. GL/5LTS";MICRONUTRIENTES
"					  372190";"					  BIOZYME TF - LT";MICRONUTRIENTES
"					  338110";"					  BOROSOL (ACIDO BORICO) SC/25KG";MICRONUTRIENTES
"					  276255";"					  CELLERATE FR/1000ML";MICRONUTRIENTES
"					  337882";"					  CELLERATE GL/5LTS";MICRONUTRIENTES
"					  212465";"					  CO-MO  (STOLLER)  - LT";MICRONUTRIENTES
"					  383612";"					  CO-MO (STOLLER) BD/20LTS";MICRONUTRIENTES
"					  212457";"					  CO-MO (STOLLER) GL/5LTS";MICRONUTRIENTES
"					  404512";"					  CO-MO PLATINUM  D.1.57 IBC/1000LTS";MICRONUTRIENTES
"					  383620";"					  CO-MO PLATINUM D.1,57 BD/20LTS";MICRONUTRIENTES
"					  372025";"					  CO-MO PLATINUM D.1.57  LT";MICRONUTRIENTES
"					  372017";"					  CO-MO PLATINUM D.1.57 GL/5LTS";MICRONUTRIENTES
"					  462660";"					  CUBO FERT. FOLIAR BAG 2 LTS";MICRONUTRIENTES
"					  759728";"					  CUBO IR FERT. FOLIAR - GL/10LTS";MICRONUTRIENTES
"					  759710";"					  CUBO IR FERT. FOLIAR - GL/5LTS";MICRONUTRIENTES
"					  759701";"					  CUBO IR FERT. FOLIAR - LT";MICRONUTRIENTES
"					  22953";"					  ENERGISE - GL/5LTS";MICRONUTRIENTES
"					  595792";"					  FOLICARE 12 00 38 1,7MG 2,6S SC25KG";MICRONUTRIENTES
"					  8682";"					  FOLICARE PHOS (KRISTA MAP) SC 25KG";MICRONUTRIENTES
"					  761072";"					  FOLTRON PLUS BD/20 LTS";MICRONUTRIENTES
"					  761064";"					  FOLTRON PLUS GL/5 LTS";MICRONUTRIENTES
"					  806858";"					  FRUTIFIK - BD/20 LTS";MICRONUTRIENTES
"					  450581";"					  HOLD BD/20LTS";MICRONUTRIENTES
"					  450590";"					  HOLD GL/5LTS";MICRONUTRIENTES
"					  478281";"					  KRISTA K 12 00 43 SC/25KG";MICRONUTRIENTES
"					  309080";"					  KRISTA K 45 S  SC/25KG";MICRONUTRIENTES
"					  465570";"					  KRISTA MAP 12 61 00 SC/25KG";MICRONUTRIENTES
"					  326740";"					  MASTERMINS 14-06-04 BD/20LTS D1,29";MICRONUTRIENTES
"					  326694";"					  MASTERMINS 14-06-04 GL/5LTS D1,29";MICRONUTRIENTES
"					  326724";"					  MASTERMINS ZINCO 14-06-04 BD/20LTS";MICRONUTRIENTES
"					  381741";"					  MOVER BD/20LTS";MICRONUTRIENTES
"					  381733";"					  MOVER GL/5LTS";MICRONUTRIENTES
"					  404571";"					  MOVER IBC/1000LTS";MICRONUTRIENTES
"					  468529";"					  NITROPLUS D1,32 BD/20LTS";MICRONUTRIENTES
"					  806882";"					  NITROPLUS NT - BD/20 LTS";MICRONUTRIENTES
"					  16300";"					  P-51 BD/20LTS";MICRONUTRIENTES
"					  426818";"					  PACK SEED FERT FOLIAR BAG 2 LTS";MICRONUTRIENTES
"					  9016";"					  PACK SEED G2 FERT FOLIAR GL 5LTS";MICRONUTRIENTES
"					  498932";"					  PHYTOGARD 28 26 - BD/20LTS";MICRONUTRIENTES
"					  16920";"					  PHYTOGARD MAGNESIO - BD/20LTS";MICRONUTRIENTES
"					  450557";"					  PHYTOGARD MANGANES        BD/20 LTS";MICRONUTRIENTES
"					  307894";"					  PHYTOGARD MANGANES        BD/30 LTS";MICRONUTRIENTES
"					  264384";"					  PHYTOGARD POTASSIO BD/20LTS";MICRONUTRIENTES
"					  313088";"					  PHYTOGARD POTASSIO BD/30LTS";MICRONUTRIENTES
"					  482130";"					  PHYTOGARD POTASSIO IBC/1000LTS";MICRONUTRIENTES
"					  450212";"					  PHYTOGARD ZINCO BD/20 LTS";MICRONUTRIENTES
"					  453270";"					  PREMIUM MN GL/5LTS";MICRONUTRIENTES
"					  303651";"					  PROFOL COMO 225 - LITRO";MICRONUTRIENTES
"					  338102";"					  PROFOL NICOMO DRY PCT/1KG";MICRONUTRIENTES
"					  2386";"					  RE-LEAF - BD/20LTS";MICRONUTRIENTES
"					  2385";"					  RE-LEAF - GL/5LTS";MICRONUTRIENTES
"					  1128";"					  SEND - GL/5LTS";MICRONUTRIENTES
"					  212570";"					  SETT (CAB2) BD/20LTS";MICRONUTRIENTES
"					  243794";"					  STARTER COBRE BD/20LTS";MICRONUTRIENTES
"					  466178";"					  STARTER MANGANES ADHERA BD/20LTS";MICRONUTRIENTES
"					  212490";"					  STARTER MANGANES PLATINUM BD/20LTS";MICRONUTRIENTES
"					  285556";"					  STARTER MANGANES PLATINUM BD/30LT";MICRONUTRIENTES
"					  482181";"					  STARTER MN PLATINUM IBC/1000LTS";MICRONUTRIENTES
"					  223114";"					  STIMULATE  - LT";MICRONUTRIENTES
"					  326600";"					  STIMULATE  GL/5LTS";MICRONUTRIENTES
"					  383604";"					  STIMULATE BD /20LTS";MICRONUTRIENTES
"					  13610";"					  STIMULATE IBC 1000LTS";MICRONUTRIENTES
"					  284940";"					  STOLLER BORO BD/20LTS";MICRONUTRIENTES
"					  290711";"					  STOLLER BORO GL/5LTS";MICRONUTRIENTES
"					  586777";"					  STOLLER BORO IBC/1000LTS";MICRONUTRIENTES
"					  379607";"					  STOLLER MAGNESIO BD/20LTS";MICRONUTRIENTES
"					  483471";"					  TRACTUS KIT EVOLUTION+IMAN PCT 12KG";MICRONUTRIENTES
"					  9370";"					  TRACTUS KIT EVOLUTION+IMAN PCT 4KG";MICRONUTRIENTES
"					  22047";"					  TRACTUS REFORCE FERT FOLIAR PCT12KG";MICRONUTRIENTES
"					  759515";"					  TWIN PACK MAX FERT. FOLIAR -GL/5LTS";MICRONUTRIENTES
"					  759523";"					  TWIN PACK MAX FERT. FOLIAR-GL/10LTS";MICRONUTRIENTES
"					  628658";"					  ULTRA K FERT FOLIAR BAG 2 LTS";MICRONUTRIENTES
"					  759558";"					  ULTRA K MAX FERT. FOLIAR - GL/10LTS";MICRONUTRIENTES
"					  759540";"					  ULTRA K MAX FERT. FOLIAR - GL/5LTS";MICRONUTRIENTES
"					  759744";"					  ULTRA MN MAX FERT. FOLIAR - GL/5LTS";MICRONUTRIENTES
"					  759752";"					  ULTRA MN MAX FERT. FOLIAR -GL/10LTS";MICRONUTRIENTES
"					  358456";"					  ULTRA PLUS MN FOSFITO BAG 2 LTS";MICRONUTRIENTES
"					  574116";"					  ULTRA TWIN PACK GL/5LTS";MICRONUTRIENTES
"					  476882";"					  YARAVITA BORTRAC 65N150B GL/10LTS";MICRONUTRIENTES
"					  3790";"					  YARAVITA GLYTREL MNP + MO GL/10LTS";MICRONUTRIENTES
"					  379046";"					  YARAVITA GLYTREL MNP GL/10LTS";MICRONUTRIENTES
"					  755056";"					  YARAVITA GLYTREL MNP GL/5LTS";MICRONUTRIENTES
"					  934155";"					  YARAVITA MANCOZIN - GL/5LTS";MICRONUTRIENTES
"					  358987";"					  YARAVITA MANCOZIN GL/10LTS";MICRONUTRIENTES
"					  581";"					  YARAVITA NMOL - BD/20LTS";MICRONUTRIENTES
"					  1039";"					  YARAVITA NMOL - IBC / 1000LTS";MICRONUTRIENTES
"					  353560";"					  YARAVITA THIOTRAC GL/10LTS";MICRONUTRIENTES
"					  358960";"					  YARAVITA ZINTRAC GL/10LTS";MICRONUTRIENTES
"					  448595";"					  YARAVITA ZINTRAC GL/5LTS";MICRONUTRIENTES
